ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9301,SYN,1,WA,98125-, , ,4101,0, , , , ,XXXX,S1,11,57,E,U, , , , ,,3,M,7,0,,,,,,,,,,,,,,,3,2,21,35,25,6,8,3, , , ,7, , , , , , , , , , , , , , , , , , , , , ,1108,293,558,99,0,0,45,55,81,2,1,14,3,0,2,4,3,3,1,0,1,0,0,2,42,48,53,44,49,53,13,42,32,26,10,20,16,10,15,18,10,18,19,25,19,19,37,17,35,41,39,20,11,4,2,49,14,10,26,124,197,44,42,0,54,54,53,0,0,0,1192,1212,4,5,59,41,97,3,12,15,53,42,11,70,30,4,1,3,18,35,7,6,43,32,1,1,0,3,19,68,89,98,0,6,29,47,47,11,4,15,39,0,8,1,32,0,23,80,93,95,7600,105,819,303,360,359,417,18376,15,20,28,23,6,5,2,0,2,9,16,20,38,8,4,3,0,3,30,0,58,4,60,40,23,67,20,11,11,0,0,0,1,0,1,5,26,28,3,90,62,71,55,71,53,62,30,79,99,5,22,19,1,11,17,0,7,6,1,11,0,1,4,2,0,0,10,6,0,8,18,9,8,5,7,5,7,8,6,8,7,1,4,71,9,0,140,4,12,19,25,9,24,8,2,16,1,6,11,0,0,0,22,45,2,15,15,31,22,2,2,2,5,0,2,1,2,2,1,0,0,2,1,0,19,46,88,0,4,9,92,48,21,5,21,0,4,4,50,64,36,24,2,4,0,82,13,0,1,99,0,99,99,99,8,2,4,13,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A1F,L2E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A2E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E,15,9702,38,6,13,,,,,,9602,,,,,,,,,,,9412,,,,,,,,,,,15,,,,,,,,,,,13,,,,,,44,4,2,5,9301,15,9602,15,9602,9301,9403,14,11,179928,0,0,0,L,1,F,X,X,X,13,A
8601,BHG,2,TX,76012, , ,1904,0, , , , ,XXXX,C1,22,79,E,H, , , , ,,2,M,,0,,,,,,,,,,,,,,,2,0,29,57,4,8,4,3, , , ,9,04, , ,Y, , ,Y, , , , ,Y, , , , , , , ,2,X,1317,368,505,99,0,0,49,51,91,4,1,2,5,0,0,1,0,0,1,0,3,0,0,2,31,39,42,33,42,45,26,43,37,19,13,28,20,17,11,7,4,18,18,30,20,14,15,4,13,20,34,46,24,7,3,58,15,4,22,187,260,73,67,2,27,25,25,0,0,0,703,710,4,4,62,38,91,9,2,39,73,58,29,85,15,10,2,8,12,20,7,19,61,12,1,2,0,0,0,5,40,91,0,3,42,51,52,14,5,4,23,0,15,2,21,0,19,42,88,97,2800,109,623,309,372,347,391,14373,19,20,18,24,13,6,1,0,0,14,18,10,34,18,5,2,0,0,27,3,45,11,55,45,7,88,10,0,0,0,0,0,1,1,1,27,21,26,4,72,72,90,58,87,52,56,41,79,99,3,10,15,5,19,24,0,0,12,0,11,2,1,1,0,0,5,19,4,2,4,21,10,7,4,3,7,6,2,5,7,1,1,8,79,3,0,126,3,9,33,32,6,15,2,2,16,2,12,3,0,0,0,15,35,0,31,15,37,5,0,12,1,4,0,0,12,0,0,1,0,0,1,1,0,6,68,95,3,2,0,90,61,16,5,21,0,0,11,33,86,14,2,12,62,0,37,0,0,1,99,0,99,99,88,6,2,4,8,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,,,9503,9502,9501,9411,,,,9407,9406,L2E,S2E,S2E,S2E,S2E,A1E,A1E,A1E,A1E,A1E,A1E, , , ,A1E,A1E,A1E,A1E, , , ,A1E,A1E,23,9702,54,5,10,,,,,,,,9512,,,,,,9505,,,,,,,,,,,,,,,,12,,,,,,10,,,,,,,,,115,12,10,5,8707,14,9402,12,9512,8612,8707,7,9.5833333333,118758,0,0,1,L,2,E,X,X,X,28,A
8601,DNA,1,TN,37079, , ,0,0,X, , , ,XXXX,R2,43,, ,U, , , , ,,1,M,,0,,,,,,,,,,,,,,,2,3,33,41,32,6,5,9, , , ,2, , , , , , , , , , , , , , , , , , , , ,X,1153,362,443,0,0,99,52,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,47,37,46,50,23,39,38,24,14,20,17,17,13,12,7,16,17,29,25,13,28,10,26,17,38,45,21,8,2,72,5,7,16,187,260,76,75,0,1,0,0,0,0,0,403,424,2,1,84,16,90,10,6,36,82,74,32,92,8,4,1,3,11,11,1,19,61,20,0,0,0,0,0,1,9,31,0,1,43,52,55,14,4,0,0,23,11,0,0,4,0,2,7,23,0,181,659,209,223,213,244,9078,39,25,23,11,1,1,0,0,0,30,26,27,14,2,2,0,0,0,30,11,19,20,20,80,4,63,21,1,1,0,0,0,2,12,3,41,29,33,8,82,60,66,53,64,49,71,58,99,99,6,6,1,1,6,5,0,1,8,14,12,31,7,8,15,0,14,37,1,3,0,16,0,3,1,0,4,3,0,4,6,2,4,10,73,4,1,117,31,20,34,10,1,2,3,1,13,0,13,1,1,1,0,19,35,3,34,11,33,7,1,3,1,7,0,0,6,0,0,0,0,0,2,0,1,0,79,99,0,0,0,89,70,33,11,23,4,8,28,44,65,35,0,0,1,12,37,0,0,50,35,56,0,92,91,4,2,6,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L2E,S2E,S2E,S3E,S2D,S3E,S3E,S3E,S3E,S3E,S3E,S3E,S3E,S3E,S2E,S3E,S3E,S2E, , ,S2E,S2E,S2E,35,9702,87,8,23,,,,,,,9512,,,,,,,,,,9412,,,9409,9502,,,,,,,,10,,,,,,,,,,10,,,11,9,,181,21,10,5,9612,13,9702,13,9702,8608,8703,7,8.619047619,186016,1,10,1,L,2,E,X,X,X,57,D
9101,CNT,0,IA,51354, , ,0,0, , , , ,XXXX,R3,53,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,28,19,36,3,2,2, , , ,2, , , , , , , , , , , , , , , , , , , , , ,3533,986,1351,0,0,99,50,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46,50,37,48,51,28,41,39,20,10,21,17,13,15,13,11,17,16,34,19,14,33,15,32,25,33,42,27,12,4,69,4,9,18,175,261,93,93,1,4,3,2,0,0,0,201,256,1,1,74,26,92,8,1,35,73,68,33,88,12,3,1,2,14,15,2,24,53,23,0,0,0,0,0,0,1,10,0,1,66,63,63,14,4,4,0,2,22,1,2,1,1,1,1,13,0,389,725,222,267,264,311,10221,33,25,19,15,5,1,1,1,0,20,27,24,19,6,2,1,1,1,33,4,48,12,29,71,7,59,10,0,0,0,0,0,8,22,10,21,11,17,2,48,65,78,52,75,51,65,58,99,99,0,6,5,2,8,10,0,1,12,28,8,9,6,5,31,0,5,14,4,1,7,15,2,2,2,0,6,5,4,2,3,2,2,26,61,5,2,120,16,11,42,16,9,5,1,5,18,2,19,2,0,0,0,14,28,1,19,33,36,5,17,1,0,42,0,0,1,0,1,0,0,0,0,1,0,1,76,98,1,0,1,95,72,28,13,51,0,1,4,13,21,79,0,0,15,45,10,26,0,3,65,34,40,98,98,9,2,9,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9504,,,9411,,,,9407,9406,L1G,A1G,A1G,A1G,L2F,A1F,A1F,A1F,A1F,A1F,A1F,A2F,A2F,A2F,A2F, , ,A2F, , , ,A1F,A1F,18,9702,44,4,8,,,,,,,,9512,,,,,,,,,9412,,,,,9406,,,,,,,,25,,,,,,,,,20,,,,,5,90,6,2,5,9406,25,9512,25,9512,9112,9211,11,15,75955,0,0,0,L,1,G,X,X,X,57,D
8601,AMB,0,CA,92220, , ,0,0, , , , ,XXXX,T2,37,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,49,21,63,14,5,3, , , ,, , , , , , , , , , , , , , , , , , , ,1,X,3355,960,1469,0,99,0,45,55,91,2,1,3,11,0,0,1,1,0,0,0,10,0,0,1,59,64,65,52,59,62,14,37,39,24,7,9,10,10,15,28,22,15,16,32,22,15,56,20,53,31,48,21,12,6,3,59,11,17,13,140,213,40,31,3,11,9,7,7,7,0,956,1094,4,4,77,23,90,10,10,16,65,56,11,75,25,5,2,3,11,28,4,10,33,48,0,1,0,6,17,45,71,96,1,5,28,46,48,12,4,7,4,48,9,4,7,3,14,62,84,90,6780,577,804,205,272,272,325,13234,32,29,15,12,10,0,1,0,0,18,30,19,18,13,1,2,1,0,57,10,51,8,56,44,10,78,16,0,0,0,0,0,2,3,0,25,22,26,7,52,37,51,26,48,25,60,57,14,99,8,18,7,3,15,15,0,5,16,1,13,2,3,2,2,1,10,6,2,0,4,22,6,5,5,3,11,10,8,5,14,5,3,15,59,3,0,120,5,26,33,21,6,5,5,3,12,1,10,3,0,0,0,23,49,2,21,17,63,6,2,9,2,13,0,1,3,3,1,1,0,0,1,1,0,8,34,88,4,1,7,91,45,10,4,14,8,26,43,75,94,6,1,0,93,1,5,0,0,1,99,1,97,99,97,7,2,7,9,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L1E,A1E,A1E, ,L1D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D, ,A1D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,25,9702,66,4,13,,,,,,,9601,,,,,,,,,,9412,,,,,,,,,,,,10,,,,,,,,,,8,,,,,,81,17,8,3,9005,10,9601,10,9601,8609,8704,7,4.7647058824,154093,0,0,0,L,1,E,X,X,X,52,A
9501,HHL,1,HI,96744, ,P,2601,0, , , ,X,XXXX,S1,12,72,E,H, , , , ,,3,M,,0,,,,,,,,,,,,,,,2,5,30,33,25,4,12,8, , , ,, , , , , , , , , , , , , , , , , , , ,2, ,61211,14629,17349,97,0,3,52,48,39,3,1,55,8,0,23,7,6,1,0,15,2,2,0,4,29,37,41,32,41,45,27,44,38,18,18,25,21,13,11,7,4,18,18,33,18,13,20,4,16,11,26,63,42,20,9,58,8,5,29,262,327,77,64,2,22,20,15,6,1,5,2609,2882,8,6,65,35,98,2,16,48,84,71,40,85,15,8,2,6,10,11,5,8,26,4,1,2,0,73,89,98,99,99,35,6,43,53,52,18,6,12,10,0,21,5,8,0,59,67,73,77,3320,0,744,486,497,542,555,16626,7,12,14,19,27,13,5,2,2,5,12,14,19,27,13,5,2,3,22,5,55,5,50,50,24,60,23,5,5,0,0,1,8,3,2,0,29,31,8,68,74,83,65,81,64,73,58,76,93,4,16,14,4,13,18,0,3,11,2,11,2,3,3,2,0,8,5,7,3,4,17,8,5,4,2,8,9,8,10,4,12,8,6,63,7,0,134,6,8,29,21,10,17,9,7,21,3,18,8,11,20,1,14,26,2,33,20,25,17,0,2,0,3,0,0,2,1,0,0,2,0,0,0,0,6,59,87,2,10,1,96,66,24,5,22,1,11,20,47,74,26,11,5,1,1,36,0,1,0,99,0,87,99,99,9,3,5,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,,,,9409,9409,,,L2F,A2F,A2F,A2F,A1F,N2F,N2F,N2F,N2F,N2F,N2F,N2F,F1E, ,F1E, , , , ,P1E,P1E, , ,11,9702,29,6,17,,,,,,,9512,,,,,,,9505,,,,,,9412,,,,,,,,,15,,,,,,,16,,,,,,10,,,51,4,1,10,9611,16,9505,10,9611,9412,9505,5,12.75,186820,0,0,0,L,2,F,X,X,X,12,B
9501,ARG,1,TX,79606, , ,5201,0, , , , ,XXXX,C1,24,46,E,H, , ,M,B,2,7,M,8,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,10,28,30,42,5,6,2, , , ,, , , ,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , , , ,2,X,1418,429,472,99,0,0,51,49,95,2,1,1,3,1,0,0,0,0,0,0,2,0,0,0,32,39,40,31,42,43,33,39,41,20,6,26,36,14,9,7,2,14,18,37,18,13,13,2,11,8,33,58,38,11,1,81,3,2,14,242,300,99,99,0,0,0,0,0,0,0,874,965,7,7,88,12,94,6,0,55,91,86,51,96,4,3,1,2,4,6,1,26,59,10,1,2,0,2,8,36,63,99,0,0,77,61,65,16,4,0,0,0,12,0,0,0,98,99,99,99,40,441,662,515,528,595,619,18586,2,6,13,23,28,18,3,2,3,0,5,15,21,31,20,3,2,4,16,0,62,1,61,39,18,91,3,0,0,0,0,0,0,5,0,2,14,16,2,47,77,81,72,79,72,73,70,99,0,0,21,20,4,26,13,0,0,6,0,5,1,2,3,0,6,5,8,1,0,5,31,12,2,2,2,9,10,4,3,5,6,2,10,67,7,2,156,2,2,13,31,5,38,9,7,27,4,24,6,5,10,0,14,28,0,30,14,42,6,1,8,2,15,0,0,4,0,0,1,0,0,3,0,0,1,63,94,3,1,2,99,93,21,4,9,0,18,85,99,99,0,0,0,74,0,25,0,0,2,99,0,99,99,99,10,3,3,7,9706,9606,9604,9604,9603,,9512,9511,9510,9510,9509,,9506,,,,,,,,,,,L3F,N3F,N3F,N3F,N2F, ,F1F,F1F,F1F,F1F,F1F, ,P1F, , , , , , , , , , ,9,9702,22,6,14,,,,,,9601,,,9511,,,9506,,,,,,,,,,,,,,,,20,,,20,,,20,,,,,,,,,,,60,3,2,20,9601,20,9506,20,9601,9506,9511,5,20,128395,0,0,1,L,3,F,X,X,X,12,C
8601,SUN,0,MI,48433, , ,1510,0,X, , , ,XXXX,T2,40,82,E,U, , , , ,,1,F,,0,,,,,,,,,,,,,,,2,0,41,33,23,9,4,2, ,12, ,7, , , , , , , , , , , , , , , , , , , , ,X,1546,442,553,32,0,68,49,51,98,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35,43,45,36,45,48,26,36,40,24,12,17,23,19,15,8,6,12,17,35,21,15,21,7,18,17,34,49,31,11,3,67,7,5,21,197,279,77,76,1,1,0,0,0,0,0,681,725,4,3,94,6,97,3,5,38,80,72,33,90,10,5,1,4,9,14,3,20,61,16,0,1,0,1,3,10,33,83,1,1,58,58,60,15,4,1,0,22,3,1,0,2,9,18,79,88,2640,63,513,392,488,453,531,16382,16,14,9,27,18,8,8,0,0,10,9,8,27,24,12,10,0,0,31,1,57,5,37,63,2,86,7,0,0,0,0,0,0,7,0,3,24,25,3,88,63,71,56,71,52,62,60,99,99,0,17,11,1,11,13,0,0,6,1,20,10,3,7,3,0,6,29,3,1,1,16,4,6,2,0,10,10,8,2,9,4,2,7,71,7,0,120,4,7,42,24,9,10,5,6,26,3,20,9,0,0,0,20,41,3,33,21,23,11,1,4,0,8,0,5,5,3,0,3,0,0,1,0,0,2,81,92,4,1,4,98,70,26,9,17,1,16,23,65,77,23,0,0,88,5,3,1,0,3,41,59,16,99,99,6,3,9,9,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,9502,,,9503,9502,9501,9411,9411,9410,9506,9407,9406,L2F,A2F,A2F,A2F,A1E,L1E,L1E,L1E, ,L1E,L1E,L1E, , ,L3F,A1E,A1E,A1E,A1E,A1E,I4F,A1E,A2F,30,9702,78,8,17,,,,,,9602,,,9512,,,,,,,,,,,,,,,,,,,15,,,14,,,,,,,,,,,,,,194,16,8,5,9204,17,9010,15,9602,8803,8806,3,12.125,7787,0,0,0,L,2,F,X,X,X,17,B
9101,L01,1,MI,49442, , ,1504,0, , , ,X,XXXX,S3,21,83,E,H, , , , ,,2,M,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,34,11,2,0,2, , , ,2, , , , , , , , , , , , , , , , , , , , , ,1076,297,368,99,0,0,49,51,97,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0,31,40,42,32,42,45,32,32,43,25,13,22,26,17,12,7,3,13,15,33,23,16,16,7,15,15,28,57,35,13,3,60,9,5,26,230,292,97,96,3,3,0,0,0,0,0,378,384,3,3,84,16,98,2,0,48,81,64,35,90,10,13,2,11,10,13,4,24,62,11,0,0,0,0,0,0,1,20,0,1,48,53,56,16,5,3,0,1,14,2,0,0,9,25,63,91,3000,59,563,258,274,274,286,10120,26,22,21,18,12,0,0,0,0,19,26,25,20,12,0,0,0,0,23,5,36,17,35,65,0,86,9,0,0,0,0,2,3,0,0,10,15,17,3,55,65,72,60,62,56,65,38,77,0,12,0,2,2,9,17,0,0,20,0,18,18,9,5,0,0,1,41,3,6,0,18,5,5,0,0,9,6,5,0,2,0,2,2,82,10,2,120,6,24,41,22,7,0,0,2,25,5,19,3,0,0,0,21,46,0,34,20,11,4,4,3,7,11,0,1,2,0,0,4,0,0,1,0,0,1,89,98,0,0,2,97,70,13,13,34,0,3,5,22,38,62,0,0,96,0,0,0,0,4,87,13,98,99,95,5,2,7,6,9706,9606,9604,9604,9603,,,9511,,9510,9508,,,,9503,9502,9501,9411,9411,9410,9409,,9406,L2F,A2F,A2F,A2F,A2F, , ,I2E, ,I2E,I2E, , , ,L1E,L2E,L2E,L2E,L2E,L2E,L2E, ,A1E,19,9702,52,6,13,,,,,,,9512,,9510,,,,,,,,,,,,,,,,,,,,15,,10,,,,,,,,,,,,,,63,7,2,5,9102,15,9512,15,9512,9102,9112,10,9,73401,0,0,1,L,2,F,X,X,X,34,C
9601,AGR,1,IL,60172, , ,5801,0, , , , ,XXXX,S1,12,40,E,H, , , , ,,5,M,8,0,,,,,,,,,,,,,,,3,0,25,40,18,8,0,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,1216,346,424,99,0,0,49,51,91,3,0,6,2,2,2,1,1,0,0,0,1,0,0,1,31,38,40,31,39,42,28,35,42,23,11,27,33,17,8,2,1,15,15,31,23,16,6,0,4,13,30,56,30,10,3,60,13,3,24,224,287,99,34,0,0,0,0,0,0,0,1118,1158,9,9,88,12,98,2,11,46,82,63,35,89,11,11,2,9,13,13,5,21,65,5,1,3,0,0,11,67,99,99,0,0,84,64,67,16,4,0,0,0,12,0,0,0,98,99,99,99,1600,51,602,595,609,592,603,21437,7,2,10,19,40,16,7,0,0,6,0,14,18,38,16,8,0,0,8,7,52,3,53,47,16,92,0,5,0,5,0,0,2,1,0,16,29,34,12,72,81,90,73,88,73,73,48,99,99,0,17,22,7,21,17,0,1,2,1,10,1,0,1,1,0,6,17,6,3,12,14,10,9,1,1,7,6,5,1,8,0,1,0,84,6,0,142,2,4,24,27,5,28,10,3,22,2,18,5,0,0,0,12,25,0,40,20,18,17,1,8,0,10,1,0,7,3,1,5,1,0,0,0,1,12,54,82,1,0,17,99,70,20,5,16,0,0,0,95,97,3,19,5,99,0,0,0,0,0,99,0,99,99,99,9,4,4,1,9706,9606,9604,,9603,9602,9512,,,9509,9509,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G,F1G,F1G, , ,P1G,P1G, , , , , , , , , , , , ,7,9702,15,5,11,,,,,,,,,9510,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,25,1,0,25,9510,25,9510,25,9510,9510,,,25,90124,0,0,1,L,1,G,X,X,X,3,A
9001,DCD,0,MN,56326, , ,0,0, , , , ,XXXX,R3,53,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,24,24,46,8,4,2, , , ,0, , , , , , , , , , , , , , , , , , , , ,X,1317,343,488,0,0,99,49,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,54,41,52,55,27,38,41,22,9,16,16,14,12,15,18,14,16,35,21,15,38,18,36,27,36,36,26,14,4,62,5,13,20,163,255,78,77,1,9,8,6,6,6,0,358,372,2,2,80,20,68,32,75,33,70,63,28,81,19,5,1,3,13,19,3,23,48,29,0,0,0,0,0,1,3,24,0,2,55,61,59,13,3,4,4,12,9,4,7,0,15,16,19,41,0,107,613,161,208,207,245,8284,46,24,15,9,4,1,0,0,0,34,27,19,12,5,2,0,0,0,40,6,55,18,31,70,3,60,9,0,0,0,0,0,16,15,1,17,8,16,1,42,55,62,49,54,47,74,65,70,99,4,7,10,1,6,10,1,0,21,19,10,6,6,3,21,0,9,6,2,1,3,17,4,1,4,2,14,7,6,4,9,4,2,23,54,7,2,120,26,8,35,15,11,4,2,1,24,2,20,2,0,0,0,12,25,0,24,13,45,7,0,1,1,21,0,0,0,0,16,0,0,0,0,8,0,1,87,93,0,0,6,94,64,18,11,38,1,4,11,33,42,58,0,0,0,29,24,37,0,10,46,52,47,98,97,8,2,6,8,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,9407,9406,L4D,S3D,S3D, ,S3D,S2D,S2D,S3D,S2D,S2D,S2D,S3D,S3D,S3D,S4D,S4C,S4C,S4C, ,S3C,S3C,S4C,S4C,25,9702,65,5,12,,,,,9603,,9512,9511,,,9507,,,,,,9412,,,9410,,9407,,,,,2,,5,3,,,3,,,,,,5,,,3,,3,96,25,13,2,9603,5,9006,2,9603,9001,9006,5,3.84,85314,0,0,1,L,4,D,X,X,X,57,D
